LID,Glottocode,Language,HasHeadMarkingForA,HasHeadMarkingForP,HasHeadMarkingForPOSS,HasHeadMarkingForS,HasHeadMarkingForATTR,HasDependentMarkingForA,HasDependentMarkingForP,HasDependentMarkingForPOSS,HasDependentMarkingForS,HasDependentMarkingForATTR,HasHeadMarkingForSAndA,HasHeadMarkingForSOrA,HasHeadMarkingForAAndP,HasHeadMarkingForAOrP,HasDependentMarkingForSAndA,HasDependentMarkingForSOrA,HasDependentMarkingForAAndP,HasDependentMarkingForAOrP,LocusOfMarkingForUStim,LocusOfMarkingForADefault,LocusOfMarkingForSDefault,LocusOfMarkingForAct,LocusOfMarkingForUDefault,LocusOfMarkingForSDefaultIfOther,LocusOfMarkingForAExp,LocusOfMarkingForAAnim,LocusOfMarkingForTDefault,LocusOfMarkingForBDefault,LocusOfMarkingForGDefault,LocusOfMarkingForPat,LocusOfMarkingForUEmp,LocusOfMarkingForUDef,LocusOfMarkingForTDef,LocusOfMarkingForTEmp,LocusOfMarkingForUDefaultIfOther,LocusOfMarkingForBRec,LocusOfMarkingForBBen,LocusOfMarkingForLocative,LocusOfMarkingForIDefault,LocusOfMarkingForAPoss,LocusOfMarkingForURef,LocusOfMarkingForPOSSDefault,LocusOfMarkingForATTRDefault,LocusOfMarkingForPOSSDefaultIfOther,LocusOfMarkingForPOSSDefaultIfN,LocusOfMarkingForPOSSDefaultIfNAlien,LocusOfMarkingForPOSSDefaultIfPro,LocusOfMarkingForATTRDefaultIfOther,LocusOfMarkingForSDefaultIfPro,LocusOfMarkingForADefaultIfPro,LocusOfMarkingForUDefaultIfPro,LocusOfMarkingForPOSSDefaultIfNInal,LocusOfMarkingForSDefaultIfNOrPro,LocusOfMarkingForADefaultIfNOrPro,LocusOfMarkingForPOSSDefaultIfNOrPro,LocusOfMarkingForBDefaultIfOther,LocusOfMarkingForTDefaultIfOther,LocusOfMarkingForADefaultIfOther,LocusOfMarkingForBDefaultIfPro,LocusOfMarkingForUDefaultIfSAP,LocusOfMarkingForPOSSDefaultIf1PERS,LocusOfMarkingForSDefaultIfSAP,LocusOfMarkingForADefaultIfSAP,LocusOfMarkingForUDefaultIf1PERS,LocusOfMarkingForPOSSDefaultIfNKin,LocusOfMarkingForUDefaultIfN,LocusOfMarkingForUDefaultIfNAnim,LocusOfMarkingForADefaultIfN,LocusOfMarkingBinned5ForUStim,LocusOfMarkingBinned5ForADefault,LocusOfMarkingBinned5ForSDefault,LocusOfMarkingBinned5ForAct,LocusOfMarkingBinned5ForUDefault,LocusOfMarkingBinned5ForSDefaultIfOther,LocusOfMarkingBinned5ForAExp,LocusOfMarkingBinned5ForAAnim,LocusOfMarkingBinned5ForTDefault,LocusOfMarkingBinned5ForBDefault,LocusOfMarkingBinned5ForGDefault,LocusOfMarkingBinned5ForPat,LocusOfMarkingBinned5ForUEmp,LocusOfMarkingBinned5ForUDef,LocusOfMarkingBinned5ForTDef,LocusOfMarkingBinned5ForTEmp,LocusOfMarkingBinned5ForUDefaultIfOther,LocusOfMarkingBinned5ForBRec,LocusOfMarkingBinned5ForBBen,LocusOfMarkingBinned5ForLocative,LocusOfMarkingBinned5ForIDefault,LocusOfMarkingBinned5ForAPoss,LocusOfMarkingBinned5ForURef,LocusOfMarkingBinned5ForPOSSDefault,LocusOfMarkingBinned5ForATTRDefault,LocusOfMarkingBinned5ForPOSSDefaultIfOther,LocusOfMarkingBinned5ForPOSSDefaultIfN,LocusOfMarkingBinned5ForPOSSDefaultIfNAlien,LocusOfMarkingBinned5ForPOSSDefaultIfPro,LocusOfMarkingBinned5ForATTRDefaultIfOther,LocusOfMarkingBinned5ForSDefaultIfPro,LocusOfMarkingBinned5ForADefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfPro,LocusOfMarkingBinned5ForPOSSDefaultIfNInal,LocusOfMarkingBinned5ForSDefaultIfNOrPro,LocusOfMarkingBinned5ForADefaultIfNOrPro,LocusOfMarkingBinned5ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned5ForBDefaultIfOther,LocusOfMarkingBinned5ForTDefaultIfOther,LocusOfMarkingBinned5ForADefaultIfOther,LocusOfMarkingBinned5ForBDefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfSAP,LocusOfMarkingBinned5ForPOSSDefaultIf1PERS,LocusOfMarkingBinned5ForSDefaultIfSAP,LocusOfMarkingBinned5ForADefaultIfSAP,LocusOfMarkingBinned5ForUDefaultIf1PERS,LocusOfMarkingBinned5ForPOSSDefaultIfNKin,LocusOfMarkingBinned5ForUDefaultIfN,LocusOfMarkingBinned5ForUDefaultIfNAnim,LocusOfMarkingBinned5ForADefaultIfN,LocusOfMarkingBinned6ForUStim,LocusOfMarkingBinned6ForADefault,LocusOfMarkingBinned6ForSDefault,LocusOfMarkingBinned6ForAct,LocusOfMarkingBinned6ForUDefault,LocusOfMarkingBinned6ForSDefaultIfOther,LocusOfMarkingBinned6ForAExp,LocusOfMarkingBinned6ForAAnim,LocusOfMarkingBinned6ForTDefault,LocusOfMarkingBinned6ForBDefault,LocusOfMarkingBinned6ForGDefault,LocusOfMarkingBinned6ForPat,LocusOfMarkingBinned6ForUEmp,LocusOfMarkingBinned6ForUDef,LocusOfMarkingBinned6ForTDef,LocusOfMarkingBinned6ForTEmp,LocusOfMarkingBinned6ForUDefaultIfOther,LocusOfMarkingBinned6ForBRec,LocusOfMarkingBinned6ForBBen,LocusOfMarkingBinned6ForLocative,LocusOfMarkingBinned6ForIDefault,LocusOfMarkingBinned6ForAPoss,LocusOfMarkingBinned6ForURef,LocusOfMarkingBinned6ForPOSSDefault,LocusOfMarkingBinned6ForATTRDefault,LocusOfMarkingBinned6ForPOSSDefaultIfOther,LocusOfMarkingBinned6ForPOSSDefaultIfN,LocusOfMarkingBinned6ForPOSSDefaultIfNAlien,LocusOfMarkingBinned6ForPOSSDefaultIfPro,LocusOfMarkingBinned6ForATTRDefaultIfOther,LocusOfMarkingBinned6ForSDefaultIfPro,LocusOfMarkingBinned6ForADefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfPro,LocusOfMarkingBinned6ForPOSSDefaultIfNInal,LocusOfMarkingBinned6ForSDefaultIfNOrPro,LocusOfMarkingBinned6ForADefaultIfNOrPro,LocusOfMarkingBinned6ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned6ForBDefaultIfOther,LocusOfMarkingBinned6ForTDefaultIfOther,LocusOfMarkingBinned6ForADefaultIfOther,LocusOfMarkingBinned6ForBDefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfSAP,LocusOfMarkingBinned6ForPOSSDefaultIf1PERS,LocusOfMarkingBinned6ForSDefaultIfSAP,LocusOfMarkingBinned6ForADefaultIfSAP,LocusOfMarkingBinned6ForUDefaultIf1PERS,LocusOfMarkingBinned6ForPOSSDefaultIfNKin,LocusOfMarkingBinned6ForUDefaultIfN,LocusOfMarkingBinned6ForUDefaultIfNAnim,LocusOfMarkingBinned6ForADefaultIfN
519,brib1243,Bribri,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,D,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,,Ø,,,,,,,,D,,,,,,,,,,,,,,,,,,,D,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,,Ø,,,,,,,,D,,,,,,,,,,,,,,,,,,,D,Ø,,Ø,,,,,Ø,,,,,,,,,,,,,,,Ø,,,,,,,,D,,,,,,,,,,,,,,,,,
525,ekar1243,Ekari,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,H,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,
526,epen1239,Epena Pedee,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,Ø,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
527,even1259,Evenki,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,H+D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,D,,,,,,,,,,,,,,,,,,,,,,,,,
528,garo1247,Garo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
530,hunz1247,Hunzib,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,D,H+D,,H+D,D,,,,D,,,,,,,D,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,D,,,,D,,,,,,,D,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,D,,,,D,,,,,,,D,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
532,arhu1242,Ika,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H+d,H,,Ø,,,,,H+D,,,,,,,H,,,,,,,D,Ø,F,,,,,,,,,,,,H,,,,,,,,,,,,,,H,H,,Ø,,,,,2,,,,,,,H,,,,,,,D,Ø,FloatingorClitic,,,,,,,,,,,,H,,,,,,,,,,,,,,2,H,,Ø,,,,,2,,,,,,,H,,,,,,,D,Ø,F,,,,,,,,,,,,H,,,,,,,,,,,,
533,imba1240,Quechua (Imbabura),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,H+D,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,2,,,,
535,nucl1305,Kannada,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
540,khas1269,Khasi,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
550,lavu1241,Lavukaleve,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,D,,,,,,,,,,,,,,,,,,,,,,,,,
553,luva1239,Luvale,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,h,,,,d on h,h,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,FloatingorClitic,H,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,D on H,H,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
555,maka1318,Makah,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
558,mund1320,Mundari,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,H+D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,2,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
564,rapa1244,Rapanui,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,d,h+d,,h+d,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
566,seme1247,Semelai,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,H+D,Ø,,d,H,,,,H/D,,,,,,,,,,,,,,Ø,,H,D,,,,,H,H,,,,,,,,F+d,,,,,,,,,,,2,Ø,,D,H,,,,2,,,,,,,,,,,,,,Ø,,H,D,,,,,H,H,,,,,,,,FloatingorClitic,,,,,,,,,,,2,Ø,,D,H,,,,,,,,,,,,,,,,,,Ø,,H,D,,,,,H,H,,,,,,,,2,,,,,,,,,
567,ship1254,Shipibo-Konibo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,h+D,h+D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
568,sout2982,Pomo (Southeastern),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
569,stan1288,Spanish,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H+d,H+d,,h+d,,,,,,,,,,,,,,,,,,,Dd,d,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,2,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
571,cent2194,Tamazight (Ayt Ndhir),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,D,,D on H,,,,,,,D on H,D,,,,,,,D on H,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,,FloatingorClitic,,,,,,,FloatingorClitic,D,,,,,,,FloatingorClitic,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,,D on H,,,,,,,D on H,D,,,,,,,D on H,,,,,,,,,
576,wari1268,Wari,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,H’,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,
577,wich1260,Wichita,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,H,,,,,,,,,,,,,,HH,,,,,,D,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,H,,,,,,D,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,H,,,,,,,,,,,,,,H,,,,,,D,,,,,,,,,,,,,,,,,,,,
580,yidi1250,Yidiny,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,Ø,,,,,,,,,,,,,,,,,,,,,,,,
581,zulu1248,Zulu,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,Ø,,,,,,,DD,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,Ø,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,Ø,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
583,hebr1245,Hebrew (Modern),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,D on H,,,,,,,,,,,,,,,,,,,D,D,,H,,D on H,,,,,,,,,,,,,,,,,,,,,,,H,H,,FloatingorClitic,,,,,,,,,,,,,,,,,,,D,D,,H,,FloatingorClitic,,,,,,,,,,,,,,,,,,,,,,,H,H,,D on H,,,,,,,,,,,,,,,,,,,D,D,,H,,D on H,,,,,,,,,,,,,,,,,,,,,
595,nort2699,Kolami,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,,,,,,,,,,,,,,,D,,h,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,
599,chay1248,Chayahuita,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,H+D,H,,H+D,,,,,,,,,,,,H,,,,,,,Ø,,,,,H,,,,,,,,,,,H,,,,,,,,,,,,2,H,,2,,,,,,,,,,,,H,,,,,,,Ø,,,,,H,,,,,,,,,,,H,,,,,,,,,,,,2,H,,2,,,,,,,,,,,,H,,,,,,,Ø,,,,,H,,,,,,,,,,,H,,,,,,,,,,
606,naro1249,Nharo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,D,D,D,Ø,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,D,D,D,Ø,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,D,D,D,Ø,,,,,,,D,,,,,,,,,
608,mari1278,Mari,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,H+D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
629,chan1310,Chantyal,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,wayu1241,Hayu,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,D,H+D,,H+D,,,,,,,,,,,,,,,,,,,H+D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
634,saur1249,Malto,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
635,sant1410,Santali,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,Ø,,,,H/D/DH,D,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,Ø,,,,2,D,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,Ø,,,,,D,,,,,,,,,,,,,,,,,,,,
642,egyp1253,Arabic (Egyptian),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,,,,,multiple,,,,D on H,,,,,,,,D on H,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,,,,,multiple,,,,FloatingorClitic,,,,,,,,FloatingorClitic,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,Ø,,,,,multiple,,,,D on H,,,,,,,,D on H,,,,,,,,,
643,sout2778,Kisi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,P,P,,P,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
644,kari1255,Kiriri (Kipea),TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,H+D,H,,D,,,,,D,,,,,,,H,,,,,,,H+D,,H,,,,,,,,,,,,,,H,,,,,,,,,,,,2,H,,D,,,,,D,,,,,,,H,,,,,,,2,,H,,,,,,,,,,,,,,H,,,,,,,,,,,,2,H,,D,,,,,D,,,,,,,H,,,,,,,2,,H,,,,,,,,,,,,,,H,,,,,,,,,,
645,hata1243,Hatam,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,D,,,,,,,,,,,,,,H,,,,,,,,,,H,,,,,,,,,,,,,,,,
